wrow,wcol,rlu,filename,plate_number,types,sample_id,dilution,bleed,treatment,virus,experiment_id,neutralisation,exclude
H,6,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
H,7,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
H,8,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
H,9,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
H,10,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
H,11,NA,NA,11,,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,NA,TRUE
H,12,513400,NA,11,m,mAb (4F8),64000,terminal,mAb (4F8),A/Brisbane/02/2018 (H1N1),EX001,13.15210400,FALSE
A,1,480800,NA,12,v,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,1.29355481,FALSE
A,2,80,NA,12,x,Mouse 43,40,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,99.99794674,FALSE
A,3,20,NA,12,x,Mouse 43,40,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,100.01026631,FALSE
A,4,40,NA,12,x,Mouse 44,40,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,100.00615978,FALSE
A,5,30,NA,12,x,Mouse 44,40,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,100.00821305,FALSE
A,6,20,NA,12,x,Mouse 45,40,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,100.01026631,FALSE
A,7,40,NA,12,x,Mouse 45,40,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,100.00615978,FALSE
A,8,30,NA,12,x,Mouse 46,40,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,100.00821305,FALSE
A,9,20,NA,12,x,Mouse 46,40,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,100.01026631,FALSE
A,10,20,NA,12,x,Mouse 47,40,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,100.01026631,FALSE
A,11,30,NA,12,x,Mouse 47,40,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,100.00821305,FALSE
A,12,20,NA,12,m,mAb (4F8),500,terminal,mAb (4F8),A/Brisbane/02/2018 (H1N1),EX001,100.01026631,FALSE
B,1,487100,NA,12,v,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,0.00000000,FALSE
B,2,130,NA,12,x,Mouse 43,80,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,99.98768043,FALSE
B,3,20,NA,12,x,Mouse 43,80,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,100.01026631,FALSE
B,4,40,NA,12,x,Mouse 44,80,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,100.00615978,FALSE
B,5,40,NA,12,x,Mouse 44,80,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,100.00615978,FALSE
B,6,40,NA,12,x,Mouse 45,80,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,100.00615978,FALSE
B,7,20,NA,12,x,Mouse 45,80,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,100.01026631,FALSE
B,8,40,NA,12,x,Mouse 46,80,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,100.00615978,FALSE
B,9,50,NA,12,x,Mouse 46,80,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,100.00410652,FALSE
B,10,60,NA,12,x,Mouse 47,80,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,100.00205326,FALSE
B,11,20,NA,12,x,Mouse 47,80,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,100.01026631,FALSE
B,12,10,NA,12,m,mAb (4F8),1000,terminal,mAb (4F8),A/Brisbane/02/2018 (H1N1),EX001,100.01231957,FALSE
C,1,689000,NA,12,v,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,-41.45535183,FALSE
C,2,140,NA,12,x,Mouse 43,160,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,99.98562717,FALSE
C,3,10,NA,12,x,Mouse 43,160,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,100.01231957,FALSE
C,4,20,NA,12,x,Mouse 44,160,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,100.01026631,FALSE
C,5,30,NA,12,x,Mouse 44,160,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,100.00821305,FALSE
C,6,290,NA,12,x,Mouse 45,160,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,99.95482824,FALSE
C,7,40,NA,12,x,Mouse 45,160,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,100.00615978,FALSE
C,8,30,NA,12,x,Mouse 46,160,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,100.00821305,FALSE
C,9,20,NA,12,x,Mouse 46,160,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,100.01026631,FALSE
C,10,40,NA,12,x,Mouse 47,160,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,100.00615978,FALSE
C,11,60,NA,12,x,Mouse 47,160,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,100.00205326,FALSE
C,12,20,NA,12,m,mAb (4F8),2000,terminal,mAb (4F8),A/Brisbane/02/2018 (H1N1),EX001,100.01026631,FALSE
D,1,414200,NA,12,v,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,14.96827711,FALSE
D,2,180,NA,12,x,Mouse 43,320,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,99.97741412,FALSE
D,3,30,NA,12,x,Mouse 43,320,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,100.00821305,FALSE
D,4,50,NA,12,x,Mouse 44,320,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,100.00410652,FALSE
D,5,60,NA,12,x,Mouse 44,320,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,100.00205326,FALSE
D,6,28940,NA,12,x,Mouse 45,320,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,94.07223374,FALSE
D,7,103900,NA,12,x,Mouse 45,320,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,78.68098474,FALSE
D,8,40,NA,12,x,Mouse 46,320,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,100.00615978,FALSE
D,9,70,NA,12,x,Mouse 46,320,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,100.00000000,FALSE
D,10,60,NA,12,x,Mouse 47,320,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,100.00205326,FALSE
D,11,17410,NA,12,x,Mouse 47,320,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,96.43964438,FALSE
D,12,12700,NA,12,m,mAb (4F8),4000,terminal,mAb (4F8),A/Brisbane/02/2018 (H1N1),EX001,97.40673059,FALSE
E,1,556600,NA,12,v,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,-14.27016816,FALSE
E,2,70,NA,12,x,Mouse 43,640,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,100.00000000,FALSE
E,3,50,NA,12,x,Mouse 43,640,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,100.00410652,FALSE
E,4,40,NA,12,x,Mouse 44,640,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,100.00615978,FALSE
E,5,120,NA,12,x,Mouse 44,640,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,99.98973369,FALSE
E,6,284400,NA,12,x,Mouse 45,640,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,41.61961275,FALSE
E,7,154100,NA,12,x,Mouse 45,640,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,68.37361148,FALSE
E,8,80,NA,12,x,Mouse 46,640,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,99.99794674,FALSE
E,9,10140,NA,12,x,Mouse 46,640,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,97.93236556,FALSE
E,10,54120,NA,12,x,Mouse 47,640,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,88.90212102,FALSE
E,11,93880,NA,12,x,Mouse 47,640,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,80.73835287,FALSE
E,12,40620,NA,12,m,mAb (4F8),8000,terminal,mAb (4F8),A/Brisbane/02/2018 (H1N1),EX001,91.67402419,FALSE
F,1,90,NA,12,c,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,99.99589348,FALSE
F,2,40,NA,12,x,Mouse 43,1280,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,100.00615978,FALSE
F,3,110,NA,12,x,Mouse 43,1280,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,99.99178695,FALSE
F,4,131100,NA,12,x,Mouse 44,1280,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,73.09611318,FALSE
F,5,76240,NA,12,x,Mouse 44,1280,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,84.36030635,FALSE
F,6,333100,NA,12,x,Mouse 45,1280,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,31.62022873,FALSE
F,7,269000,NA,12,x,Mouse 45,1280,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,44.78163563,FALSE
F,8,8364,NA,12,x,Mouse 46,1280,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,98.29702482,FALSE
F,9,45950,NA,12,x,Mouse 46,1280,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,90.57963575,FALSE
F,10,314600,NA,12,x,Mouse 47,1280,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,35.41876270,FALSE
F,11,417500,NA,12,x,Mouse 47,1280,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,14.29070078,FALSE
F,12,244100,NA,12,m,mAb (4F8),16000,terminal,mAb (4F8),A/Brisbane/02/2018 (H1N1),EX001,49.89425703,FALSE
G,1,50,NA,12,c,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,100.00410652,FALSE
G,2,23240,NA,12,x,Mouse 43,2560,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,95.24259286,FALSE
G,3,13570,NA,12,x,Mouse 43,2560,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,97.22809683,FALSE
G,4,162300,NA,12,x,Mouse 44,2560,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,66.68993696,FALSE
G,5,228500,NA,12,x,Mouse 44,2560,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,53.09734513,FALSE
G,6,503500,NA,12,x,Mouse 45,2560,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,-3.36734903,FALSE
G,7,540400,NA,12,x,Mouse 45,2560,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,-10.94388436,FALSE
G,8,261900,NA,12,x,Mouse 46,2560,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,46.23945137,FALSE
G,9,240600,NA,12,x,Mouse 46,2560,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,50.61289859,FALSE
G,10,543000,NA,12,x,Mouse 47,2560,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,-11.47773238,FALSE
G,11,561600,NA,12,x,Mouse 47,2560,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,-15.29679897,FALSE
G,12,565900,NA,12,m,mAb (4F8),32000,terminal,mAb (4F8),A/Brisbane/02/2018 (H1N1),EX001,-16.17970146,FALSE
H,1,70,NA,12,c,,NA,terminal,NA,A/Brisbane/02/2018 (H1N1),EX001,100.00000000,FALSE
H,2,159400,NA,12,x,Mouse 43,5120,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,67.28538283,FALSE
H,3,9815,NA,12,x,Mouse 43,5120,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,97.99909656,FALSE
H,4,552100,NA,12,x,Mouse 44,5120,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,-13.34620044,FALSE
H,5,370500,NA,12,x,Mouse 44,5120,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,23.94103033,FALSE
H,6,513500,NA,12,x,Mouse 45,5120,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,-5.42061064,FALSE
H,7,545000,NA,12,x,Mouse 45,5120,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,-11.88838470,FALSE
H,8,752500,NA,12,x,Mouse 46,5120,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,-54.49356302,FALSE
H,9,535500,NA,12,x,Mouse 46,5120,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,-9.93778617,FALSE
H,10,525100,NA,12,x,Mouse 47,5120,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,-7.80239410,FALSE
H,11,622200,NA,12,x,Mouse 47,5120,terminal,Bris/18Gp8,A/Brisbane/02/2018 (H1N1),EX001,-27.73956430,FALSE
H,12,660400,NA,12,m,mAb (4F8),64000,terminal,mAb (4F8),A/Brisbane/02/2018 (H1N1),EX001,-35.58302363,FALSE
