wrow,wcol,rlu,filename,plate_number,types,sample_id,dilution,bleed,treatment,virus,experiment_id,neutralisation,exclude
C,2,34170000,NA,5,x,Mouse 16,160,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,-4.33652417,FALSE
C,3,33520000,NA,5,x,Mouse 16,160,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,-2.35149550,FALSE
C,4,25000000,NA,5,x,Mouse 17,160,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,23.66764952,FALSE
C,5,25500000,NA,5,x,Mouse 17,160,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,22.14070439,FALSE
C,6,25550000,NA,5,x,Mouse 18,160,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,21.98800988,FALSE
C,7,27110000,NA,5,x,Mouse 18,160,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,17.22394107,FALSE
C,8,23810000,NA,5,x,Mouse 19,160,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,27.30177893,FALSE
C,9,21500000,NA,5,x,Mouse 19,160,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,34.35626543,FALSE
C,10,24460000,NA,5,x,Mouse 20,160,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,25.31675026,FALSE
C,11,27370000,NA,5,x,Mouse 20,160,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,16.42992960,FALSE
C,12,5351,NA,5,m,mAb (4F8),2000,terminal,mAb (4F8),A/swine/Henan/SN10/2018 (H1N1),EX001,99.99856467,FALSE
D,1,33330000,NA,5,v,,NA,terminal,NA,A/swine/Henan/SN10/2018 (H1N1),EX001,-1.77125635,FALSE
D,2,30680000,NA,5,x,Mouse 16,320,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,6.32155284,FALSE
D,3,33450000,NA,5,x,Mouse 16,320,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,-2.13772318,FALSE
D,4,33210000,NA,5,x,Mouse 17,320,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,-1.40478952,FALSE
D,5,31010000,NA,5,x,Mouse 17,320,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,5.31376905,FALSE
D,6,31780000,NA,5,x,Mouse 18,320,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,2.96227355,FALSE
D,7,31200000,NA,5,x,Mouse 18,320,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,4.73352990,FALSE
D,8,31920000,NA,5,x,Mouse 19,320,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,2.53472892,FALSE
D,9,32760000,NA,5,x,Mouse 19,320,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,-0.03053890,FALSE
D,10,29280000,NA,5,x,Mouse 20,320,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,10.59699920,FALSE
D,11,31890000,NA,5,x,Mouse 20,320,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,2.62634562,FALSE
D,12,162200,NA,5,m,mAb (4F8),4000,terminal,mAb (4F8),A/swine/Henan/SN10/2018 (H1N1),EX001,99.51956504,FALSE
E,1,34510000,NA,5,v,,NA,terminal,NA,A/swine/Henan/SN10/2018 (H1N1),EX001,-5.37484686,FALSE
E,2,33030000,NA,5,x,Mouse 16,640,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,-0.85508927,FALSE
E,3,33510000,NA,5,x,Mouse 16,640,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,-2.32095660,FALSE
E,4,28370000,NA,5,x,Mouse 17,640,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,13.37603934,FALSE
E,5,30170000,NA,5,x,Mouse 17,640,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,7.87903687,FALSE
E,6,31880000,NA,5,x,Mouse 18,640,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,2.65688453,FALSE
E,7,32340000,NA,5,x,Mouse 18,640,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,1.25209501,FALSE
E,8,30660000,NA,5,x,Mouse 19,640,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,6.38263064,FALSE
E,9,28560000,NA,5,x,Mouse 19,640,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,12.79580019,FALSE
E,10,31550000,NA,5,x,Mouse 20,640,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,3.66466831,FALSE
E,11,32420000,NA,5,x,Mouse 20,640,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,1.00778379,FALSE
E,12,659700,NA,5,m,mAb (4F8),8000,terminal,mAb (4F8),A/swine/Henan/SN10/2018 (H1N1),EX001,98.00025463,FALSE
F,1,5271,NA,5,c,,NA,terminal,NA,A/swine/Henan/SN10/2018 (H1N1),EX001,99.99880898,FALSE
F,2,33620000,NA,5,x,Mouse 16,1280,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,-2.65688453,FALSE
F,3,35020000,NA,5,x,Mouse 16,1280,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,-6.93233089,FALSE
F,4,29760000,NA,5,x,Mouse 17,1280,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,9.13113188,FALSE
F,5,30870000,NA,5,x,Mouse 17,1280,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,5.74131369,FALSE
F,6,30160000,NA,5,x,Mouse 18,1280,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,7.90957578,FALSE
F,7,33900000,NA,5,x,Mouse 18,1280,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,-3.51197380,FALSE
F,8,30530000,NA,5,x,Mouse 19,1280,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,6.77963638,FALSE
F,9,33390000,NA,5,x,Mouse 19,1280,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,-1.95448977,FALSE
F,10,33450000,NA,5,x,Mouse 20,1280,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,-2.13772318,FALSE
F,11,32620000,NA,5,x,Mouse 20,1280,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,0.39700573,FALSE
F,12,2553000,NA,5,m,mAb (4F8),16000,terminal,mAb (4F8),A/swine/Henan/SN10/2018 (H1N1),EX001,92.21832420,FALSE
G,1,4881,NA,5,c,,NA,terminal,NA,A/swine/Henan/SN10/2018 (H1N1),EX001,100.00000000,FALSE
G,2,35370000,NA,5,x,Mouse 16,2560,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,-8.00119248,FALSE
G,3,35740000,NA,5,x,Mouse 16,2560,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,-9.13113188,FALSE
G,4,24460000,NA,5,x,Mouse 17,2560,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,25.31675026,FALSE
G,5,27660000,NA,5,x,Mouse 17,2560,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,15.54430143,FALSE
G,6,26880000,NA,5,x,Mouse 18,2560,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,17.92633583,FALSE
G,7,29880000,NA,5,x,Mouse 18,2560,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,8.76466505,FALSE
G,8,28050000,NA,5,x,Mouse 19,2560,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,14.35328423,FALSE
G,9,32620000,NA,5,x,Mouse 19,2560,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,0.39700573,FALSE
G,10,27950000,NA,5,x,Mouse 20,2560,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,14.65867325,FALSE
G,11,28280000,NA,5,x,Mouse 20,2560,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,13.65088947,FALSE
G,12,5384000,NA,5,m,mAb (4F8),32000,terminal,mAb (4F8),A/swine/Henan/SN10/2018 (H1N1),EX001,83.57276087,FALSE
H,1,3661,NA,5,c,,NA,terminal,NA,A/swine/Henan/SN10/2018 (H1N1),EX001,100.00372575,FALSE
H,2,31780000,NA,5,x,Mouse 16,5120,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,2.96227355,FALSE
H,3,33360000,NA,5,x,Mouse 16,5120,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,-1.86287306,FALSE
H,4,35460000,NA,5,x,Mouse 17,5120,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,-8.27604261,FALSE
H,5,36230000,NA,5,x,Mouse 17,5120,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,-10.62753811,FALSE
H,6,35270000,NA,5,x,Mouse 18,5120,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,-7.69580346,FALSE
H,7,37510000,NA,5,x,Mouse 18,5120,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,-14.53651764,FALSE
H,8,35200000,NA,5,x,Mouse 19,5120,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,-7.48203114,FALSE
H,9,38220000,NA,5,x,Mouse 19,5120,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,-16.70477973,FALSE
H,10,38440000,NA,5,x,Mouse 20,5120,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,-17.37663558,FALSE
H,11,35940000,NA,5,x,Mouse 20,5120,terminal,MI/15,A/swine/Henan/SN10/2018 (H1N1),EX001,-9.74190993,FALSE
H,12,11400000,NA,5,m,mAb (4F8),64000,terminal,mAb (4F8),A/swine/Henan/SN10/2018 (H1N1),EX001,65.20055707,FALSE
A,1,4341000,NA,6,v,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,14.83394226,FALSE
A,2,3873000,NA,6,x,Mouse 21,40,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,24.01685889,FALSE
A,3,3974000,NA,6,x,Mouse 21,40,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,22.03507560,FALSE
A,4,3748000,NA,6,x,Mouse 22,40,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,26.46956099,FALSE
A,5,4022000,NA,6,x,Mouse 22,40,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,21.09323800,FALSE
A,6,3820000,NA,6,x,Mouse 23,40,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,25.05680458,FALSE
A,7,4007000,NA,6,x,Mouse 23,40,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,21.38756225,FALSE
A,8,NA,NA,6,,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,NA,TRUE
A,9,NA,NA,6,,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,NA,TRUE
A,10,NA,NA,6,,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,NA,TRUE
A,11,NA,NA,6,,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,NA,TRUE
A,12,1080,NA,6,m,mAb (4F8),500,terminal,mAb (4F8),A/swine/Beijing/0301/2018 (H1N1),EX001,99.99018919,FALSE
B,1,4745000,NA,6,v,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,6.90680909,FALSE
B,2,5276000,NA,6,x,Mouse 21,80,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,-3.51226940,FALSE
B,3,4688000,NA,6,x,Mouse 21,80,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,8.02524125,FALSE
B,4,4931000,NA,6,x,Mouse 22,80,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,3.25718838,FALSE
B,5,4255000,NA,6,x,Mouse 22,80,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,16.52140130,FALSE
B,6,4318000,NA,6,x,Mouse 23,80,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,15.28523944,FALSE
B,7,4375000,NA,6,x,Mouse 23,80,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,14.16680729,FALSE
B,8,NA,NA,6,,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,NA,TRUE
B,9,NA,NA,6,,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,NA,TRUE
B,10,NA,NA,6,,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,NA,TRUE
B,11,NA,NA,6,,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,NA,TRUE
B,12,3671,NA,6,m,mAb (4F8),1000,terminal,mAb (4F8),A/swine/Beijing/0301/2018 (H1N1),EX001,99.93934958,FALSE
C,1,5097000,NA,6,v,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,0.00000000,FALSE
C,2,4417000,NA,6,x,Mouse 21,160,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,13.34269939,FALSE
C,3,4756000,NA,6,x,Mouse 21,160,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,6.69097131,FALSE
C,4,4405000,NA,6,x,Mouse 22,160,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,13.57815879,FALSE
C,5,4392000,NA,6,x,Mouse 22,160,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,13.83323980,FALSE
C,6,3857000,NA,6,x,Mouse 23,160,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,24.33080476,FALSE
C,7,4181000,NA,6,x,Mouse 23,160,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,17.97340094,FALSE
C,8,NA,NA,6,,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,NA,TRUE
C,9,NA,NA,6,,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,NA,TRUE
C,10,NA,NA,6,,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,NA,TRUE
C,11,NA,NA,6,,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,NA,TRUE
C,12,2490,NA,6,m,mAb (4F8),2000,terminal,mAb (4F8),A/swine/Beijing/0301/2018 (H1N1),EX001,99.96252271,FALSE
D,1,5355000,NA,6,v,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,-5.06237712,FALSE
D,2,4922000,NA,6,x,Mouse 21,320,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,3.43378293,FALSE
D,3,4358000,NA,6,x,Mouse 21,320,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,14.50037477,FALSE
D,4,3166000,NA,6,x,Mouse 22,320,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,37.88934193,FALSE
D,5,4303000,NA,6,x,Mouse 22,320,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,15.57956369,FALSE
D,6,4121000,NA,6,x,Mouse 23,320,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,19.15069794,FALSE
D,7,3854000,NA,6,x,Mouse 23,320,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,24.38966961,FALSE
D,8,NA,NA,6,,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,NA,TRUE
D,9,NA,NA,6,,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,NA,TRUE
D,10,NA,NA,6,,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,NA,TRUE
D,11,NA,NA,6,,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,NA,TRUE
D,12,1850,NA,6,m,mAb (4F8),4000,terminal,mAb (4F8),A/swine/Beijing/0301/2018 (H1N1),EX001,99.97508055,FALSE
E,1,5278000,NA,6,v,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,-3.55151263,FALSE
E,2,4581000,NA,6,x,Mouse 21,640,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,10.12475424,FALSE
E,3,4025000,NA,6,x,Mouse 21,640,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,21.03437315,FALSE
E,4,4143000,NA,6,x,Mouse 22,640,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,18.71902237,FALSE
E,5,4000000,NA,6,x,Mouse 22,640,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,21.52491357,FALSE
E,6,3553000,NA,6,x,Mouse 23,640,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,30.29577625,FALSE
E,7,3919000,NA,6,x,Mouse 23,640,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,23.11426452,FALSE
E,8,NA,NA,6,,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,NA,TRUE
E,9,NA,NA,6,,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,NA,TRUE
E,10,NA,NA,6,,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,NA,TRUE
E,11,NA,NA,6,,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,NA,TRUE
E,12,2110,NA,6,m,mAb (4F8),8000,terminal,mAb (4F8),A/swine/Beijing/0301/2018 (H1N1),EX001,99.96997893,FALSE
F,1,970,NA,6,c,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,99.99234757,FALSE
F,2,4362000,NA,6,x,Mouse 21,1280,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,14.42188831,FALSE
F,3,4169000,NA,6,x,Mouse 21,1280,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,18.20886034,FALSE
F,4,3765000,NA,6,x,Mouse 22,1280,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,26.13599350,FALSE
F,5,3297000,NA,6,x,Mouse 22,1280,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,35.31891014,FALSE
F,6,4164000,NA,6,x,Mouse 23,1280,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,18.30696842,FALSE
F,7,3983000,NA,6,x,Mouse 23,1280,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,21.85848105,FALSE
F,8,NA,NA,6,,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,NA,TRUE
F,9,NA,NA,6,,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,NA,TRUE
F,10,NA,NA,6,,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,NA,TRUE
F,11,NA,NA,6,,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,NA,TRUE
F,12,75630,NA,6,m,mAb (4F8),16000,terminal,mAb (4F8),A/swine/Beijing/0301/2018 (H1N1),EX001,98.52739766,FALSE
G,1,580,NA,6,c,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,100.00000000,FALSE
G,2,4128000,NA,6,x,Mouse 21,2560,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,19.01334662,FALSE
G,3,3415000,NA,6,x,Mouse 21,2560,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,33.00355936,FALSE
G,4,4098000,NA,6,x,Mouse 22,2560,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,19.60199513,FALSE
G,5,3657000,NA,6,x,Mouse 22,2560,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,28.25512811,FALSE
G,6,4318000,NA,6,x,Mouse 23,2560,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,15.28523944,FALSE
G,7,4084000,NA,6,x,Mouse 23,2560,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,19.87669776,FALSE
G,8,NA,NA,6,,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,NA,TRUE
G,9,NA,NA,6,,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,NA,TRUE
G,10,NA,NA,6,,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,NA,TRUE
G,11,NA,NA,6,,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,NA,TRUE
G,12,856600,NA,6,m,mAb (4F8),32000,terminal,mAb (4F8),A/swine/Beijing/0301/2018 (H1N1),EX001,83.20350364,FALSE
H,1,380,NA,6,c,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,100.00392432,FALSE
H,2,4142000,NA,6,x,Mouse 21,5120,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,18.73864399,FALSE
H,3,3578000,NA,6,x,Mouse 21,5120,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,29.80523583,FALSE
H,4,3781000,NA,6,x,Mouse 22,5120,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,25.82204763,FALSE
H,5,3177000,NA,6,x,Mouse 22,5120,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,37.67350415,FALSE
H,6,3741000,NA,6,x,Mouse 23,5120,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,26.60691230,FALSE
H,7,4248000,NA,6,x,Mouse 23,5120,terminal,PBS,A/swine/Beijing/0301/2018 (H1N1),EX001,16.65875261,FALSE
H,8,NA,NA,6,,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,NA,TRUE
H,9,NA,NA,6,,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,NA,TRUE
H,10,NA,NA,6,,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,NA,TRUE
H,11,NA,NA,6,,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,NA,TRUE
H,12,2608000,NA,6,m,mAb (4F8),64000,terminal,mAb (4F8),A/swine/Beijing/0301/2018 (H1N1),EX001,48.83820407,FALSE
A,1,10780000,NA,7,v,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,9.71780744,FALSE
A,2,10200000,NA,7,x,Mouse 24,40,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,14.57671116,FALSE
A,3,10100000,NA,7,x,Mouse 24,40,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,15.41445318,FALSE
A,4,11000000,NA,7,x,Mouse 25,40,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,7.87477499,FALSE
A,5,10780000,NA,7,x,Mouse 25,40,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,9.71780744,FALSE
A,6,10630000,NA,7,x,Mouse 26,40,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,10.97442047,FALSE
A,7,10810000,NA,7,x,Mouse 26,40,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,9.46648483,FALSE
A,8,8302000,NA,7,x,Mouse 27,40,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,30.47705471,FALSE
A,9,8968000,NA,7,x,Mouse 27,40,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,24.89769285,FALSE
A,10,10020000,NA,7,x,Mouse 28,40,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,16.08464679,FALSE
A,11,11150000,NA,7,x,Mouse 28,40,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,6.61816196,FALSE
A,12,1080,NA,7,m,mAb (4F8),500,terminal,mAb (4F8),A/swine/Beijing/0301/2018 (H1N1),EX001,100.01734964,FALSE
B,1,12070000,NA,7,v,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,-1.08906463,FALSE
B,2,9630000,NA,7,x,Mouse 24,80,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,19.35184067,FALSE
B,3,11100000,NA,7,x,Mouse 24,80,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,7.03703297,FALSE
B,4,11690000,NA,7,x,Mouse 25,80,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,2.09435505,FALSE
B,5,12160000,NA,7,x,Mouse 25,80,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,-1.84303245,FALSE
B,6,11620000,NA,7,x,Mouse 26,80,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,2.68077447,FALSE
B,7,12160000,NA,7,x,Mouse 26,80,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,-1.84303245,FALSE
B,8,9391000,NA,7,x,Mouse 27,80,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,21.35404410,FALSE
B,9,9751000,NA,7,x,Mouse 27,80,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,18.33817283,FALSE
B,10,10640000,NA,7,x,Mouse 28,80,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,10.89064627,FALSE
B,11,10650000,NA,7,x,Mouse 28,80,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,10.80687206,FALSE
B,12,3671,NA,7,m,mAb (4F8),1000,terminal,mAb (4F8),A/swine/Beijing/0301/2018 (H1N1),EX001,99.99564374,FALSE
C,1,11890000,NA,7,v,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,0.41887101,FALSE
C,2,10900000,NA,7,x,Mouse 24,160,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,8.71251701,FALSE
C,3,10100000,NA,7,x,Mouse 24,160,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,15.41445318,FALSE
C,4,12500000,NA,7,x,Mouse 25,160,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,-4.69135531,FALSE
C,5,11850000,NA,7,x,Mouse 25,160,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,0.75396782,FALSE
C,6,12100000,NA,7,x,Mouse 26,160,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,-1.34038723,FALSE
C,7,11360000,NA,7,x,Mouse 26,160,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,4.85890372,FALSE
C,8,11300000,NA,7,x,Mouse 27,160,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,5.36154893,FALSE
C,9,10430000,NA,7,x,Mouse 27,160,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,12.64990451,FALSE
C,10,12070000,NA,7,x,Mouse 28,160,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,-1.08906463,FALSE
C,11,12930000,NA,7,x,Mouse 28,160,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,-8.29364600,FALSE
C,12,2490,NA,7,m,mAb (4F8),2000,terminal,mAb (4F8),A/swine/Beijing/0301/2018 (H1N1),EX001,100.00553747,FALSE
D,1,11940000,NA,7,v,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,0.00000000,FALSE
